gender,genderLooking,age,name,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,userId,counts_details,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,counts_g,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,verified,shareProfileEnabled
F,M,20,Chris,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,53f3bf59c76da189028b4866,0.54,5,23160,905,0,0,0,0,0,0,0,0,0,2,1,1
F,M,19,Sarah,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54c949320b6ea103808b4653,0.77,2,4274,267,0,0,0,0,0,1,0,0,0,1,1,1
F,none,19,Samira,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54056853c96da17d648b45ca,0.85,6,5178,91,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,Sarah,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.46,0,2085,60,0,0,0,0,0,1,0,1,0,1,0,1
F,M,21,MaritAl,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551047c5170ba00c4a8b46a2,0.62,3,9699,189,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Savi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55201af3170ba000718b4585,1,5,2033,203,0,0,0,0,0,1,0,0,0,1,0,1
F,none,22,alexës,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a0758b150ba0f4458b4738,0.35,3,32523,711,5,0,0,0,0,1,0,0,0,1,0,1
F,M,19,mimi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5502dd6f0a6ea1841b8b48a1,0.96,19,5655,84,0,0,0,0,0,1,0,0,0,1,1,1
F,M,26,Yasemin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55082b00cc6da1bc5e8b458e,0.77,5,25459,1004,31,0,0,0,0,1,0,1,0,1,1,0
F,M,20,muffin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53ef12c1170ba083518b4794,0.85,8,4904,137,3,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Belinda Coralie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551057361c0ba0b32d8b4574,0.6,7,4644,91,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Mia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53121eabc76da1b9558b46be,0.38,1,2016,20,2,0,0,0,0,0,0,0,0,1,0,1
F,M,19,Laura,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53f254c4c46da1fa7a8b4c0c,0.88,8,8362,555,0,0,0,0,0,0,0,0,0,1,0,1
F,M,21,Federica kikka,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5520607fc46da120478b4738,0,2,1862,75,1,0,0,0,0,1,0,1,0,1,0,1
F,M,21,Natacha,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53139ad3140ba06e068b6eba,0.27,1,850,52,0,0,0,0,0,1,0,0,0,1,0,1
F,M,23,Marie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54afd84cc96da1100a8b468a,0.88,1,6352,214,0,0,0,0,0,1,0,1,0,1,0,1
F,M,22,Alex,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55096318160ba0077b8b493c,0.96,8,3930,48,0,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Megane,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,547e38baca6da1f0388b4db3,0.69,5,12034,1073,22,0,0,0,0,1,0,0,0,1,0,1
F,M,22,aby92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54da7b32cb6da14c1c8b4694,0.92,4,8548,137,6,0,0,0,0,1,0,0,0,1,1,1
F,M,19,iris,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,543851e0160ba0f76d8b46f2,0.62,3,1814,33,0,0,0,0,0,1,0,1,0,1,0,1
F,M,20,Vivien,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5509dc79c56da1f6488b4810,0.77,13,26189,1480,0,0,0,0,0,1,0,1,0,1,1,1
F,M,20,Señorita 💋,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553cbdbc066ea184388b465d,1,3,9370,1414,5,0,0,0,0,0,0,0,0,1,0,1
F,none,21,GanjaAdler,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55104a971b0ba0cc148b4624,0.15,8,10680,283,1,0,0,0,0,1,0,1,0,1,1,1
F,none,26,Zoè,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,0,0,156,13,8,0,0,0,0,1,0,1,0,1,0,1
F,none,22,Fabii.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a5ba6ec86da198158b47ec,0.58,7,3920,77,1,0,0,0,0,1,0,1,0,1,0,1
F,M,20,sto,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54d7ecb51a0ba004798b4bd0,0.77,7,8123,588,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Laura,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,545659b4cc6da137708b4585,0.62,9,1269,17,0,0,0,0,0,1,0,0,0,1,1,1
F,M,25,Kathi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54ff4f0ec96da171658b45f1,0.58,4,5915,183,1,0,0,0,0,0,0,0,0,1,0,1
F,M,23,ENJOYER,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,54194d521b0ba037108b4b93,0.81,2,7191,112,0,0,0,0,0,1,0,0,0,3,0,1
F,none,22,s.....,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552a754e140ba03c188b4b19,0.12,2,2502,34,2,0,0,0,0,0,0,1,0,1,0,1
F,M,19,Nedaaa,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,551e3f09086ea132538b494e,0.42,2,3343,113,110,0,0,0,0,1,0,0,0,1,0,1
F,none,23,aura,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54db8ee00a6ea1d76c8b47c5,0.81,18,12632,904,6,0,0,0,0,1,0,1,0,1,0,1
F,M,22,caro1507,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,545d3aa01a0ba0c7778b4e61,0.85,6,1709,41,0,0,0,0,0,1,0,1,0,1,1,1
F,M,19,Tifannie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53ed4449170ba0513f8b47bb,0,2,6542,313,0,0,0,0,0,0,0,0,0,1,0,1
F,M,23,Manuela Mancuso,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,551830d91c0ba0265f8b457c,0.92,12,2642,83,5,0,0,0,0,0,0,0,0,1,1,1
F,M,23,Andrea,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,547ba0a3c76da1671b8b462d,0.92,12,8782,314,0,0,1,1,0,0,0,1,0,1,1,1
F,none,19,ॐ Klein Debby ॐ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55237f7dca6da100948b4cea,0.65,17,6358,176,1,0,0,0,0,1,0,0,0,1,0,1
F,M,19,nadiine*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553cc561e86da12a588b49fd,0.92,11,7619,188,1,0,0,0,0,1,0,1,0,1,0,1
F,M,20,Cátia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533867f3c46da1cf758b472c,1,6,1002,127,3,0,0,0,0,1,0,0,0,1,0,1
F,M,24,Biene,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e7a200180ba026338b459a,0.81,3,8008,152,0,0,0,0,0,1,0,1,0,1,0,1
F,M,19,Fux,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553686240b6ea1731a8b4aba,0.12,6,23213,949,28,0,0,0,0,1,0,0,0,1,0,1
F,M,23,Mélanie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5418c58b1b0ba01e798b4b2b,0.88,5,19967,1112,41,0,0,0,0,1,0,1,0,1,0,1
F,M,21,Bionda De,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54a59dcae86da178188b4798,0.35,5,12228,389,0,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Nicole,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5327646d180ba0ee018b4b9f,1,15,2274,66,3,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Morgane Trans,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5513e1dec66da1c9338b47c7,0,3,1049,12,0,0,0,0,0,0,0,0,0,1,0,1
F,M,24,francy90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5328333ac96da1c9218b4b76,0.88,9,3948,87,1,0,0,0,0,1,0,0,0,2,0,1
F,M,24,Ilenia,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,532887dcca6da1e3878b4b54,0.88,1,486,3,1,0,0,0,0,1,0,0,0,1,0,1
F,M,21,Dina Elmira,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551d5b53c56da12a3d8b4b00,0.5,24,14422,556,1,0,0,0,0,1,0,0,0,1,0,1
F,M,24,Giulialunablu,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54ad938a190ba0544e8b4596,0.04,4,1523,43,0,0,0,0,0,1,0,1,0,1,0,1
F,M,23,Germaine Amon,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,540c178ae96da160668b5136,0.92,24,24790,733,0,0,0,0,0,1,0,0,0,1,0,1
F,M,25,Linda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55395b291b0ba0eb488b473a,0.69,3,3511,69,1,0,0,0,0,1,0,1,0,1,0,1
F,M,24,spatz,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54303931c56da164468b4bd2,1,11,6640,116,8,0,0,0,0,1,0,0,0,1,1,1
F,M,25,lovaness,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5522730b086ea163308b47ee,0,1,12,0,0,0,0,0,0,1,0,1,0,1,0,1
F,M,21,_Lusitana_,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,532f20cbc46da132388b55c6,0.54,4,9338,436,39,0,0,0,0,0,0,1,0,1,1,1
F,M,24,Magá,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,54ad8c80076ea163588b4a3d,0.77,3,6476,202,4,0,0,0,0,1,0,0,1,1,0,1
F,M,20,Jessica,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54dba4f7c96da196838b4942,0.65,22,14230,556,3,0,0,0,0,1,0,0,0,1,0,1
F,M,21,Naju 💕,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,53a5fd7fc76da132018b63ec,0.9,3,7584,214,0,0,0,0,0,1,0,0,0,5,0,1
F,M,20,flower,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54fdc8fa150ba0ca6b8b4749,0.62,3,5373,168,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Jess,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53335847c56da1557e8b663a,0.58,4,2213,87,0,0,0,0,0,1,0,1,0,1,0,1
F,M,22,sabii,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5398b5e4ca6da164658b4abd,0.27,6,18192,1054,1,0,0,0,0,1,0,1,0,1,1,0
F,M,26,Martina,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5478c992c56da1a3188b45d3,0.42,11,47248,2265,0,0,0,0,0,1,0,0,0,1,1,1
F,M,19,Tanja,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552ab3ab160ba070208b45a7,1,7,5258,133,1,0,0,0,0,1,0,0,0,1,1,1
F,none,19,Sabimuus233,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54ddb6c1cb6da1ab5b8b4a45,0.92,7,9352,263,0,0,0,0,0,1,0,1,0,1,1,1
F,M,21,Nicole,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5483578e150ba0c93e8b47e0,0.5,12,15230,773,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Michelle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54f2e335c86da1467a8b4afd,0.54,3,8990,240,2,0,0,0,0,1,0,1,0,1,0,1
F,M,19,Olga,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552d2122076ea178508b49b5,1,5,1766,17,1,0,0,0,0,1,0,1,1,1,0,1
F,none,23,Liz Liz M,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54bd7a6ae86da1d0378b4dd6,0.77,4,26204,864,6,0,0,0,0,1,0,0,0,1,1,1
F,M,25,🌞Steffi🌞,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,54e9f76be76da1721b8b457e,0.73,4,5177,164,0,0,0,0,0,0,0,0,0,2,0,1
F,M,23,M....,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5474bf5a1a0ba082298b4cfb,0.62,10,9215,256,21,0,0,0,0,0,0,1,0,1,1,1
F,M,22,Julia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53405899ca6da1810c8b5749,0.42,1,6814,231,2,0,0,0,0,0,0,1,0,1,0,0
F,M,21,Stanisława melelovic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53456e59c96da15c988b5e3c,0,4,11292,0,0,0,0,0,0,1,0,0,0,1,0,1
F,M,23,Kaddel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5505d08e170ba05d4c8b463f,0.58,1,1312,63,30,0,0,0,0,1,0,1,0,1,0,0
F,M,19,1905,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,0.3,0,10070,331,0,0,0,0,0,1,0,0,0,2,0,1
F,M,22,Sarah,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55186f1cc46da15a6d8b4580,0.88,11,18391,1222,4,0,0,0,0,1,0,0,0,1,0,1
F,both,25,Ella,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551e7a29cb6da145368b45c4,0.81,1,1546,47,0,0,0,0,0,1,0,1,0,1,0,1
F,M,21,Andréa,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55276c971a0ba0573a8b48c9,0.92,3,607,26,0,0,1,1,0,1,0,1,0,1,0,1
F,none,25,Lina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53454e61cb6da14a938b4ffd,0.4,4,1547,8,0,0,0,0,0,1,0,1,0,1,0,1
F,M,19,Noémie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55358e5f190ba0ac688b47b5,0.62,17,11831,883,2,0,0,0,0,0,0,0,0,1,1,1
F,M,20,marineyraud,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,551986bd086ea1212e8b4f8b,0.92,4,3328,58,3,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Kata,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5526fcc2086ea1027f8b4cee,0.96,6,519,8,0,0,0,0,0,1,0,1,0,1,1,1
F,M,19,Lia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,536b6179e86da14a048b56d2,1,8,2393,144,1,0,0,0,0,1,0,1,1,1,1,1
F,none,20,Rebi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550fca611c0ba084928b4dda,0.81,2,285,3,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,Ello,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551e3e3b076ea11c058b477c,0.88,22,11965,1019,1,0,0,0,0,1,0,0,0,1,0,0
F,M,23,Fanny,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54a9133e160ba03e508b4e11,0.62,3,3500,154,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Ana Paula Milioli,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5521917aca6da1b61c8b472c,0.92,9,8834,413,2,0,0,0,0,1,0,0,0,1,0,1
F,none,22,veroni,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,550d276e066ea124198b4b1e,0.9,3,3542,120,2,0,0,0,0,1,0,1,0,4,0,1
F,M,19,kishi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55260898ca6da18b948b47c3,1,7,5535,157,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,aaaaa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,0,0,1472,86,0,0,0,0,0,0,0,0,0,1,0,1
F,M,21,Yasemin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55070c07066ea1bb208b4943,0.65,7,19345,954,0,0,0,0,0,0,0,0,0,1,1,1
F,M,23,Sabrina-Lucia,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54aa7c8b150ba0c20f8b4f5c,0.81,4,13495,826,2,0,0,0,0,1,0,0,0,2,0,1
F,M,22,Tamara,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5515fe65076ea1a7248b4b4a,0.62,13,11407,195,0,0,0,0,0,1,0,1,0,2,0,1
F,M,20,Janä,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,545f9159170ba042088b4a0a,0.77,3,6068,166,1,0,0,0,0,1,0,1,0,1,0,1
F,M,24,...Anja...,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e51be9160ba0050d8b48f0,0.42,6,17009,392,1,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Valérie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54ba5817e96da120918b4ba5,0.12,4,5733,297,1,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Caddii KiZii Seda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53514092c56da17d218b565a,0.46,1,943,28,9,0,0,0,0,1,0,1,0,1,0,0
F,M,22,Line,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552415be096ea197658b45c4,0.5,2,9933,194,4,0,0,0,0,1,0,0,0,1,0,1
F,M,24,Adeline Thierry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,551fc1d2cb6da17b708b477a,0,5,6812,190,1,0,0,0,0,1,0,1,0,1,0,1
F,M,24,emeline,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53c21787170ba0a7538b86cf,0.96,21,7030,177,13,0,0,0,0,1,0,0,0,1,1,1
F,M,24,Izapat,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55269ad3e56da1633d8b4585,0.38,13,11843,533,1,0,0,0,0,1,0,1,0,1,1,1
F,M,19,Inconnue- 🙈,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53558fddc46da1be4d8b4a3c,0,1,17441,0,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,MINA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,551193c6c86da194278b4713,0.62,9,22809,912,0,0,0,0,0,1,0,0,0,3,1,1
F,none,24,Ina*,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,535585da150ba0ff5c8b47ee,0.9,10,12199,282,0,0,0,0,0,0,0,1,0,2,0,1
F,M,21,Siimba,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5537d2d6140ba0fc668b482d,0.96,25,13363,202,2,0,0,0,0,1,0,1,0,1,0,1
F,M,25,Suela,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5357f287c56da138758b559a,0.73,5,1960,53,0,0,0,0,0,1,0,1,0,1,0,1
F,M,23,Lucie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,550f3f12c46da1232e8b4994,0.23,1,8741,661,0,0,0,0,0,1,0,1,0,1,0,1
F,M,20,Margot,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54a1e5ac086ea11d938b4893,0.88,4,7374,384,18,0,0,0,0,1,0,0,0,1,0,1
F,M,20,3иﻮเσℓa_♡,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53deb36cea6da1b6958b45d1,0.85,6,22016,827,7,0,0,0,0,1,0,0,0,1,0,0
F,M,19,Melissa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55363535e66da139758b457a,0.81,6,43430,1164,0,0,0,0,0,1,0,1,0,1,0,1
F,none,22,Visvitalis,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550b263ecb6da1263b8b45d8,0.65,6,7677,234,0,0,0,0,0,0,0,1,0,1,0,1
F,none,22,anita,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,535c9b3aca6da1e16d8b7d62,0.8,3,84,0,0,0,0,0,0,0,0,0,0,1,0,1
F,M,22,Mela,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53f61a7c150ba0b1258b4697,0.65,12,5112,106,0,0,0,0,0,1,0,0,0,1,1,1
F,M,25,Annika,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5505ac5fc86da1a20d8b4cb8,0.62,3,16339,572,1,0,0,0,0,0,0,1,0,1,0,0
F,M,22,aAJoyaAa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54282748c46da1b9638b4735,0.77,5,2011,22,0,0,0,0,0,1,0,0,0,1,1,1
F,M,19,noemi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55183acbe76da111378b4569,0.92,7,4199,71,1,0,0,0,0,1,0,0,0,1,1,1
F,M,19,diki,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,551c5506c76da1b2368b472e,0.73,4,3926,91,4,0,0,0,0,1,0,0,0,1,0,1
F,none,26,tina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,549ad51ac56da15e548b4c57,0.69,2,11592,545,0,0,0,0,0,1,0,1,0,1,0,1
F,M,19,Denise,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552e4d26086ea1718c8b4db3,0.96,10,3215,72,1,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Romana,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a830cb180ba00f0b8b4c9f,0.42,7,6101,330,0,0,0,0,0,1,0,0,0,1,1,1
F,none,22,Acelya,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e26caec86da101718b4b53,0.19,9,10947,326,29,0,0,0,0,1,0,0,0,1,0,1
F,M,19,Alicia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54dbb8bd0b6ea10b3c8b48cb,0.92,4,1554,67,0,0,0,0,0,1,0,1,0,1,0,1
F,M,22,Maria,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5365267fcb6da12d048b4769,0.46,8,6682,181,0,0,0,0,0,0,0,1,0,1,1,1
F,M,23,Sarah,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5521117fc96da137428b464b,0.65,6,717,19,1,0,0,0,0,1,0,1,0,1,0,1
F,M,19,loubizou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5366ce801a0ba09d5e8b4cba,0.77,1,1312,76,0,0,0,0,0,0,0,0,0,1,0,1
F,M,22,Martina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,547d4b8a1b0ba07a5f8b46fb,0.38,7,6685,159,1,0,0,0,0,0,0,0,0,1,0,1
F,M,25,Anita,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54705bf71c0ba0623e8b4b17,0.88,9,17416,1791,4,0,0,0,0,1,0,0,0,1,1,1
F,M,21,🙉🙊🙈,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,551050dec76da1646d8b4cb8,0.81,3,2245,85,0,0,0,0,0,0,0,1,0,2,0,1
F,M,22,Alessandra,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,536933bf160ba0836c8b4580,0.69,3,1382,11,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,lara,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5520e565076ea144538b457a,0.92,21,9081,321,0,0,0,0,0,1,0,1,0,2,0,1
F,M,23,valentina,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5523e112086ea1da4e8b47b9,0.92,6,997,35,1,0,0,0,0,1,0,0,0,2,0,1
F,M,22,Wendy.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5429a6db190ba04a748b4606,0.69,2,9826,494,0,0,0,0,0,1,0,1,0,1,0,1
F,M,19,laure klein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,552c1eece96da1d44e8b49d4,0,3,2279,35,1,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Debbiie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536bef54c86da19e538b456e,0.58,1,1646,24,0,0,0,0,0,1,0,0,0,1,0,1
F,M,24,Francy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,546a770e150ba0764d8b45ae,0.73,3,5781,352,2,0,0,0,0,0,0,1,0,2,0,1
F,M,21,cecile,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5508a2bfe56da12e978b457c,0.42,3,1020,19,5,0,0,0,0,1,0,1,0,3,0,1
F,M,19,Nadia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55383546ec6da189308b472f,0.46,4,4442,217,0,0,0,0,0,1,0,1,0,1,0,1
F,M,23,Karen,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,551f317b1c0ba0264b8b4cf7,0.92,4,6427,462,0,0,0,0,0,0,0,0,0,1,0,1
F,M,21,🎀Jj🎀,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5504974e180ba090378b4795,0.62,10,19921,1025,0,0,0,0,0,1,0,1,0,1,0,1
F,M,21,我 在 人 的 魔 鬼,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55342112c56da179028b4dc0,0.5,10,20966,797,21,0,0,0,0,1,0,1,0,1,1,1
F,M,21,Girl21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5401ab38c56da133018b4694,0.96,12,43587,1425,1,0,0,0,0,1,0,0,0,1,1,1
F,none,21,bebe bonita,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550b2318160ba0b72f8b469b,0.92,13,11219,465,8,0,0,0,0,1,0,0,0,1,0,1
F,M,25,♢Ella♢,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5519a794ca6da16c888b4e7d,0.77,5,4016,72,1,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Oumaima,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,551a2d4c076ea12a348b4747,0.69,14,12495,650,0,0,0,0,0,1,0,1,0,1,0,1
F,M,20,Tatj19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54f2ebfe1c0ba0016d8b486d,0.46,22,15079,447,0,0,0,0,0,1,0,0,0,1,1,1
F,M,25,Mathilde,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53738b55cb6da1961b8b47c6,0.15,6,1345,36,2,0,0,0,0,1,0,0,1,1,0,1
F,none,23,Franziska,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53d232cf190ba0536d8b4e8e,0.88,9,4648,164,0,0,0,0,0,1,0,0,0,1,0,1
F,F,22,LepotiCa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5531713b1a0ba063078b4b33,0.6,4,1517,52,0,0,0,0,0,1,0,1,0,1,0,1
F,M,22,Maluu,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551914ba066ea13c2a8b4629,0.85,1,435,10,0,0,0,0,0,1,0,1,0,1,0,1
F,M,23,MissSunshine,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,0.65,0,23,1,0,0,0,0,0,0,0,1,0,1,0,1
F,M,19,Carina,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54f48d5a160ba0b16c8b49c0,0.65,9,7312,174,1,0,0,0,0,1,0,0,0,2,0,1
F,M,22,vanesss,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5454b8ceca6da1f2238b48d3,0.85,8,2454,56,0,0,0,0,0,1,0,1,0,1,0,1
