flirtInterests_chat,flirtInterests_friends,flirtInterests_date,lastOnlineDate,LastOnlineTime,userId
FALSE,TRUE,TRUE,2015-04-06,14:25:43,55124a8b170ba04f258b47b3
TRUE,TRUE,TRUE,2015-04-26,6:24:47,552453f2170ba065138b466d
FALSE,FALSE,FALSE,2015-04-26,18:53:21,54dde1ca150ba0867b8b45eb
FALSE,TRUE,FALSE,2015-04-06,15:44:15,55040960e86da1b15a8b4dce
TRUE,TRUE,TRUE,2015-04-08,10:06:22,54e8f516180ba010518b457f
TRUE,TRUE,TRUE,2015-04-22,17:24:55,5454de5de96da1e5068b49b7
FALSE,TRUE,FALSE,2015-04-08,6:13:44,54ca773c0b6ea1c00d8b4611
TRUE,TRUE,TRUE,2015-04-08,13:14:47,54f5655b0b6ea18f3b8b4af9
FALSE,FALSE,FALSE,2015-04-04,20:54:00,54973fa5ea6da15e6d8b4ed7
TRUE,TRUE,TRUE,2015-04-26,16:54:44,54561053c46da1d6718b4ee3
TRUE,TRUE,TRUE,2015-04-06,14:54:36,548ee973ea6da13e5d8b4965
FALSE,TRUE,FALSE,2015-04-07,11:21:32,551b0c14cb6da128578b45c2
FALSE,TRUE,FALSE,2015-04-06,14:14:14,550ebeffcd6da1811a8b45a4
TRUE,TRUE,TRUE,2015-04-07,12:16:41,550eba75066ea1571a8b47cf
TRUE,TRUE,FALSE,2015-04-08,14:04:10,54565fc0ea6da1fc6c8b4794
TRUE,TRUE,FALSE,2015-04-21,20:11:02,548765cfca6da1629f8b45fa
FALSE,FALSE,FALSE,2015-04-06,16:11:30,551d2d4e1b0ba04b658b48c1
TRUE,FALSE,FALSE,2015-04-26,5:04:17,551b133cc66da163308b4dc0
FALSE,TRUE,TRUE,2015-04-27,19:21:41,54b030db170ba0d95e8b469b
FALSE,FALSE,TRUE,2015-04-26,9:55:19,5457ed0e140ba0717c8b4955
TRUE,TRUE,FALSE,2015-04-08,8:54:34,552112d0086ea11a3a8b45a2
TRUE,FALSE,FALSE,2015-04-26,11:51:24,5458b12bca6da1256c8b5042
FALSE,FALSE,TRUE,2015-04-07,18:13:55,5459127a180ba0a02a8b47eb
TRUE,TRUE,FALSE,2015-04-06,8:55:40,54eea141ea6da1be428b4681
TRUE,FALSE,FALSE,2015-04-19,13:22:55,54d021c6e96da10b928b4923
FALSE,FALSE,FALSE,2015-04-07,5:01:56,550be2400b6ea1b3138b4862
TRUE,TRUE,TRUE,2015-04-07,11:58:16,5492094de96da1c8918b4d70
FALSE,FALSE,FALSE,2015-04-25,17:43:51,54ba74b0096ea1fa448b45be
TRUE,TRUE,FALSE,2015-04-08,15:22:48,54779906c46da1244d8b4c58
FALSE,TRUE,TRUE,2015-04-07,15:48:38,5509dadd160ba0142a8b4795
FALSE,TRUE,FALSE,2015-04-07,12:12:39,551ac5b91a0ba045248b48e3
TRUE,FALSE,TRUE,2015-04-07,21:25:22,55091f94076ea1381e8b460d
TRUE,TRUE,TRUE,2015-04-26,11:31:56,5517bee6c76da110178b4e65
TRUE,TRUE,TRUE,2015-04-23,12:06:56,552ae295150ba042508b45cf
TRUE,TRUE,FALSE,2015-04-07,0:08:59,
TRUE,TRUE,FALSE,2015-04-06,14:53:42,545bebc8c56da1f51b8b45fa
TRUE,FALSE,FALSE,2015-04-16,12:38:26,551c6a76190ba077048b48e6
FALSE,TRUE,FALSE,2015-04-06,12:33:45,54ba9ce2086ea161558b46b9
TRUE,TRUE,TRUE,2015-04-07,21:57:56,545e49c1c86da103458b467f
TRUE,TRUE,TRUE,2015-04-25,12:58:22,55314dd3160ba0087b8b4ddf
FALSE,FALSE,FALSE,2015-04-06,15:03:43,54726875ea6da14e628b4598
TRUE,TRUE,TRUE,2015-04-19,23:54:56,54eb636ec86da17d6d8b4a7f
FALSE,TRUE,FALSE,2015-04-26,18:52:27,5526515eea6da17d548b4f58
TRUE,TRUE,FALSE,2015-04-25,9:32:52,552165eb1a0ba029798b4aa3
TRUE,TRUE,TRUE,2015-04-26,11:10:05,552b5ab2c86da17c878b4650
TRUE,TRUE,TRUE,2015-04-06,14:59:10,550883a0c56da12b1a8b47be
TRUE,FALSE,FALSE,2015-04-05,11:50:24,
TRUE,TRUE,FALSE,2015-04-08,14:59:20,54cf44a1e96da1456a8b469c
TRUE,FALSE,FALSE,2015-04-19,7:40:37,546aa4d2ea6da1e0728b4ab3
TRUE,TRUE,TRUE,2015-04-19,8:16:49,552a6b08cc6da197598b45be
TRUE,TRUE,FALSE,2015-04-26,5:53:26,55336422ea6da168718b494b
TRUE,TRUE,FALSE,2015-04-19,11:42:04,551a7d3c086ea1549f8b4b5b
TRUE,TRUE,TRUE,2015-04-07,11:59:40,546160121b0ba0f3588b4995
FALSE,TRUE,FALSE,2015-04-06,14:47:13,547b5a98c86da1605f8b4c40
TRUE,FALSE,FALSE,2015-04-26,11:41:45,55393f41ca6da1a5068b457a
TRUE,FALSE,FALSE,2015-04-06,16:02:13,551ae0241c0ba0924b8b4a28
FALSE,FALSE,FALSE,2015-04-06,15:00:09,551fc1af1b0ba008128b4cee
TRUE,FALSE,FALSE,2015-04-19,21:39:48,54634832190ba0637f8b46c8
TRUE,TRUE,TRUE,2015-04-01,0:01:03,5463753ce86da113948b46eb
TRUE,FALSE,FALSE,2015-04-26,11:35:12,5463b70fc76da1050f8b4634
TRUE,FALSE,TRUE,2015-04-06,16:06:13,5463ccaa160ba0243a8b4627
TRUE,FALSE,FALSE,2015-04-22,23:23:29,54f10dcd086ea1bc598b488f
TRUE,FALSE,FALSE,2015-04-26,14:08:22,553a1c62170ba08f548b483d
TRUE,FALSE,FALSE,2015-04-26,17:41:49,552d8876160ba0ea238b4c03
TRUE,FALSE,FALSE,2015-04-19,10:53:39,5533750ceb6da1df698b4a85
FALSE,TRUE,FALSE,2015-04-06,14:26:05,551bfda00a6ea1462b8b4aa0
FALSE,FALSE,FALSE,2015-04-06,16:14:00,5464f9dae66da155768b456a
FALSE,TRUE,TRUE,2015-04-08,15:14:24,55058891076ea10d608b4e11
TRUE,TRUE,TRUE,2015-04-06,10:55:14,547085e0190ba0cb058b4763
TRUE,TRUE,TRUE,2015-04-02,17:37:10,5468e36aea6da167198b4a1c
TRUE,FALSE,FALSE,2015-04-27,19:31:24,55321a1be86da11f4c8b478f
TRUE,TRUE,FALSE,2015-04-26,8:54:56,55302628190ba077108b456a
FALSE,FALSE,FALSE,2015-04-27,15:51:35,548c95e9e96da13c178b4603
TRUE,FALSE,FALSE,2015-04-07,10:59:46,54f8bb7e1a0ba02f7b8b47c1
FALSE,TRUE,FALSE,2015-04-06,16:10:45,5467abc8c46da18a118b4651
TRUE,FALSE,FALSE,2015-04-25,0:37:04,54d27cbd0a6ea14e478b4ab7
FALSE,TRUE,FALSE,2015-04-26,11:36:15,54689b911a0ba04e458b488e
TRUE,TRUE,TRUE,2015-04-08,13:58:35,54a12690170ba0c91b8b4920
TRUE,TRUE,TRUE,2015-04-06,14:26:16,54fcd2e8066ea1e5228b4630
TRUE,FALSE,FALSE,2015-05-03,2:12:40,553fb784964b707b128b464d
TRUE,TRUE,TRUE,2015-04-06,16:01:09,55009278066ea155858b46b2
TRUE,TRUE,FALSE,2015-04-06,14:25:17,551ec9cbc46da1281b8b4d72
TRUE,TRUE,FALSE,2015-04-06,14:21:19,5517e6de086ea1c73a8b4ebd
TRUE,TRUE,TRUE,2015-04-08,15:18:33,550eb671076ea1e36f8b49a3
FALSE,TRUE,FALSE,2015-04-06,8:56:44,546bea82e56da18e048b4592
TRUE,FALSE,FALSE,2015-04-25,17:57:30,55175c6c0b6ea11d6d8b4ad2
TRUE,TRUE,TRUE,2015-04-26,11:43:04,5531572b0b6ea1ce6b8b4c13
FALSE,TRUE,FALSE,2015-04-06,13:15:05,550b5cca150ba049518b45af
TRUE,TRUE,TRUE,2015-04-26,4:52:44,54fb8a3bc96da1c4468b45d3
TRUE,FALSE,FALSE,2015-04-26,10:19:50,55281ebc0b6ea1e4218b4a48
TRUE,FALSE,FALSE,2015-04-07,23:02:58,551ca5e3066ea1f8968b4a22
FALSE,TRUE,FALSE,2015-04-08,14:08:20,552119681b0ba0a2368b4da8
FALSE,TRUE,FALSE,2015-04-06,14:31:21,551aa2b3086ea1150f8b460a
TRUE,TRUE,TRUE,2015-04-06,14:59:59,546f48e0c76da14b218b4d0a
FALSE,TRUE,FALSE,2015-04-08,10:33:19,54cfb914140ba07f6c8b49e3
TRUE,TRUE,TRUE,2015-04-06,16:02:09,54fea1990a6ea15f378b4e50
FALSE,TRUE,FALSE,2015-04-27,19:08:34,54e4d7f4cb6da149738b4c4e
TRUE,TRUE,TRUE,2015-04-06,14:50:57,5471019fca6da1ab138b4ed7
TRUE,FALSE,FALSE,2015-04-24,21:25:57,54712e4ecb6da1c3438b4cc3
TRUE,FALSE,FALSE,2015-04-25,15:25:32,
TRUE,TRUE,FALSE,2015-04-07,11:19:24,54d1258a190ba01d2c8b456a
TRUE,TRUE,TRUE,2015-04-06,16:00:51,54aa2bddc86da19a178b489e
FALSE,TRUE,TRUE,2015-04-06,16:10:31,54722e76c96da11e748b46db
TRUE,FALSE,FALSE,2015-05-03,7:17:05,547259ec190ba032018b4db5
FALSE,TRUE,FALSE,2015-04-26,11:16:18,5480ea0a190ba0292d8b47fd
FALSE,TRUE,FALSE,2015-04-04,14:46:15,54f624c61b0ba0a12b8b488c
FALSE,FALSE,FALSE,2015-04-10,13:19:00,550c601dcd6da178968b458d
FALSE,TRUE,TRUE,2015-04-06,14:25:58,551ee266180ba0cf188b46eb
TRUE,TRUE,TRUE,2015-04-06,15:55:34,54735328190ba049568b4914
FALSE,TRUE,FALSE,2015-04-22,9:45:43,54a1b188ea6da1d62d8b4ddd
FALSE,FALSE,FALSE,,,54747e5ce56da14a1b8b45b8
TRUE,TRUE,FALSE,2015-04-25,19:36:20,54744ffdcb6da13e758b46d9
FALSE,TRUE,FALSE,2015-04-07,21:13:22,54cbeb54e86da1b9318b49b1
TRUE,TRUE,TRUE,2015-04-26,16:46:51,55151e76190ba03f2f8b4c8f
FALSE,FALSE,FALSE,2015-04-07,12:12:09,55099c930b6ea112668b4d41
TRUE,TRUE,FALSE,2015-04-26,18:21:38,550b2a7bc66da1634d8b476c
TRUE,FALSE,FALSE,2015-04-08,13:21:41,54bc1bde140ba0f8368b4bb1
TRUE,TRUE,FALSE,2015-04-08,2:52:30,54d315ccc96da158728b4ba1
TRUE,TRUE,TRUE,2015-04-24,21:10:15,5475aacae66da1998f8b45a6
TRUE,FALSE,FALSE,2015-04-26,11:03:10,553ad73d190ba000608b4620
FALSE,FALSE,TRUE,2015-04-26,11:32:50,5475ecac140ba068728b4af0
TRUE,FALSE,FALSE,2015-04-08,15:30:31,5475d4e4ea6da11b028b4b27
TRUE,TRUE,FALSE,2015-04-06,16:03:04,552298451b0ba0713a8b48ea
TRUE,TRUE,TRUE,2015-04-06,9:51:37,54764ad4ca6da1cd508b48bf
FALSE,FALSE,TRUE,2015-04-04,18:32:55,5510156b1c0ba062118b4cf7
FALSE,FALSE,FALSE,2015-04-06,12:33:51,550169ae150ba0de708b4f1e
TRUE,TRUE,FALSE,2015-04-06,14:25:45,551186801a0ba0532e8b45dc
TRUE,FALSE,FALSE,2015-05-03,8:58:44,5544f5a3086ea1f8188b4788
FALSE,TRUE,FALSE,2015-04-26,10:59:15,5478e6ae160ba059278b4718
TRUE,FALSE,FALSE,2015-04-25,20:08:57,5505d14a180ba058498b4597
TRUE,TRUE,TRUE,2015-04-08,15:33:50,547b380f1c0ba0d9908b4861
TRUE,FALSE,FALSE,2015-04-06,14:52:10,5513ce75140ba05e488b4736
TRUE,FALSE,FALSE,2015-04-07,12:14:59,54e62bf8076ea1dd038b4c4e
TRUE,FALSE,FALSE,2015-04-26,11:07:49,5536ddf9c86da1513d8b4dac
TRUE,FALSE,FALSE,2015-04-26,10:38:15,552d6d320c6ea165338b46a4
FALSE,FALSE,FALSE,2015-04-06,12:52:23,547ca744e76da10d7b8b4567
TRUE,FALSE,FALSE,2015-03-29,20:53:38,54fddc19140ba0217d8b4639
TRUE,TRUE,FALSE,2015-04-07,11:44:40,5512ae3de96da18b068b4f8e
TRUE,TRUE,FALSE,2015-04-02,20:03:31,551987a0066ea15c6b8b4bd4
FALSE,TRUE,FALSE,2015-04-08,13:45:25,54e89bd5190ba0704a8b49c5
TRUE,TRUE,TRUE,2015-04-26,11:47:51,54e4d2791b0ba062578b4a55
TRUE,TRUE,TRUE,2015-04-26,17:53:14,547f18141a0ba0d7028b4ee9
TRUE,TRUE,TRUE,2015-04-26,18:59:34,5480c954c86da1e88c8b4853
FALSE,TRUE,FALSE,2015-04-27,19:00:01,550de3d0c76da11e3f8b47a7
FALSE,FALSE,FALSE,2015-04-06,15:57:56,55217aa0ca6da1e08f8b48ae
TRUE,TRUE,FALSE,2015-04-26,12:40:48,552eead91a0ba0947b8b4a3a
TRUE,TRUE,FALSE,2015-04-06,0:05:27,5480cfb11b0ba0361e8b4bc7
TRUE,FALSE,FALSE,2015-04-06,15:00:02,550b09a21c0ba08e688b47c1
FALSE,TRUE,FALSE,2015-04-25,18:57:58,54817aee1c0ba0d37e8b4ae8
FALSE,FALSE,FALSE,2015-04-23,18:41:27,54e99e2be86da1667a8b4b76
FALSE,FALSE,FALSE,2015-04-06,12:03:20,54c50e710b6ea1dd8c8b4b76
TRUE,FALSE,FALSE,2015-04-08,11:33:45,549fce71150ba0951e8b46f1
TRUE,FALSE,FALSE,2015-04-08,15:12:46,549c5294076ea13a278b482c
FALSE,TRUE,FALSE,2015-04-19,11:51:45,552110bf160ba02d398b47e0
TRUE,FALSE,FALSE,2015-03-29,2:25:53,5484a556c96da16a728b45b3
TRUE,FALSE,FALSE,2015-04-06,14:59:35,5484b627c86da1316a8b48c8
FALSE,FALSE,TRUE,2015-05-02,23:16:01,5484d99bc76da1a6158b4adb
TRUE,TRUE,TRUE,2015-04-26,10:13:35,54c427aecb6da1cd338b497a
TRUE,TRUE,FALSE,2015-04-06,10:11:38,54858ef7ea6da1a61a8b4a52
TRUE,TRUE,TRUE,2015-04-26,8:56:48,552554ae0a6ea1346d8b4efe
TRUE,FALSE,FALSE,2015-04-06,14:23:41,54fcc66f1a0ba0a8078b4bb3
TRUE,FALSE,FALSE,2015-04-08,8:01:55,54c800141a0ba03f478b45df
TRUE,FALSE,TRUE,2015-04-06,14:47:01,5485eea9140ba040568b48ff
FALSE,FALSE,TRUE,2015-04-27,19:31:17,553dfc5ced6da1fc628b5213
TRUE,FALSE,FALSE,2015-04-26,10:47:46,55082b051b0ba0582c8b4e14
TRUE,FALSE,FALSE,2015-04-24,21:10:09,54875086cb6da1a5438b45fd
FALSE,FALSE,TRUE,2015-04-06,14:49:44,54cc0743190ba02f658b4c07
TRUE,TRUE,TRUE,2015-04-26,13:02:36,55344d53ea6da18c698b4db5
TRUE,TRUE,FALSE,2015-04-08,8:51:43,54880fd3180ba0b3458b49c1
FALSE,FALSE,TRUE,2015-04-08,12:45:11,550e8228190ba0cf738b4a43
FALSE,FALSE,FALSE,2015-04-08,10:53:56,55153b111b0ba0a1258b5045
FALSE,TRUE,FALSE,2015-04-04,16:42:32,54c17008066ea1544f8b48cd
FALSE,FALSE,TRUE,2015-04-20,23:19:58,54e0b4da0b6ea131548b4d5c
TRUE,FALSE,TRUE,2015-04-06,10:33:16,55106c57cd6da1ca558b4596
TRUE,TRUE,TRUE,2015-04-25,17:12:36,54fcae81180ba005698b4cab
TRUE,TRUE,TRUE,2015-04-19,9:25:19,5489f090160ba0fc7e8b45a6
FALSE,FALSE,FALSE,2015-04-26,13:49:47,548af12b190ba049298b4cb6
TRUE,TRUE,TRUE,2015-04-26,11:59:38,55071078066ea150238b4802
FALSE,FALSE,FALSE,2015-04-25,11:35:57,548b5656cc6da1fd1b8b45a7
FALSE,FALSE,FALSE,2015-04-08,12:40:19,550d977e1b0ba0dd748b4834
TRUE,TRUE,TRUE,2015-04-06,16:11:08,54ba6ac8160ba088458b4bcd
FALSE,FALSE,TRUE,2015-04-26,11:44:48,548c1477cb6da1df368b4b11
FALSE,FALSE,FALSE,2015-04-07,11:22:15,54e61265cb6da109978b46cc
TRUE,TRUE,FALSE,2015-04-26,11:26:07,55180e4de96da1f2428b47f7
TRUE,FALSE,FALSE,2015-04-06,11:33:51,5506828c076ea13b3d8b4e6b
FALSE,TRUE,FALSE,2015-04-26,18:47:07,552c0e18cb6da178508b4794
TRUE,TRUE,TRUE,2015-04-06,14:55:52,550c33faca6da186568b45bd
TRUE,TRUE,TRUE,2015-04-08,11:05:09,55104c13190ba045478b4f47
TRUE,FALSE,TRUE,2015-04-06,14:25:31,54d459a8140ba041748b45c2
TRUE,TRUE,FALSE,2015-04-06,14:56:43,551c5c1fc56da15e398b4b63
TRUE,TRUE,FALSE,2015-04-06,14:25:28,548dcf04150ba02c038b4801
FALSE,TRUE,FALSE,2015-04-26,18:53:41,551496b3180ba0221c8b4c9d
FALSE,FALSE,TRUE,2015-04-26,10:14:18,54f2f98bc86da191088b49f5
TRUE,TRUE,FALSE,2015-04-08,14:10:32,551abd40e86da1b57f8b4721
TRUE,FALSE,FALSE,2015-03-29,21:23:47,550da6820b6ea135218b4d90
FALSE,TRUE,TRUE,2015-04-06,12:33:16,548f327ecb6da153848b49f7
FALSE,TRUE,FALSE,2015-04-08,9:34:59,54a084f5c86da1562f8b46ea
TRUE,FALSE,FALSE,2015-04-26,2:53:44,54fe2a65c96da162818b4721
FALSE,FALSE,TRUE,2015-04-26,11:51:38,54c3f2b6086ea1e7848b46f0
TRUE,FALSE,FALSE,2015-04-06,14:47:14,54f1da05c96da12e1d8b45c8
TRUE,FALSE,FALSE,2015-04-26,14:02:47,5490267f190ba06c788b4e7e
TRUE,TRUE,FALSE,2015-04-26,18:51:56,54907881160ba0871b8b46c1
TRUE,TRUE,FALSE,2015-05-03,8:15:42,54912f14ea6da17f298b4c43
TRUE,FALSE,FALSE,2015-04-06,16:48:30,54909ab4180ba08c5a8b4908
TRUE,TRUE,TRUE,2015-04-26,8:40:57,55356577cb6da1978a8b49d0
TRUE,FALSE,FALSE,2015-04-06,14:52:12,549147e4170ba0772d8b4c01
TRUE,TRUE,FALSE,2015-04-06,14:26:17,54925fb2c56da1f74f8b492a
TRUE,TRUE,TRUE,2015-04-04,16:17:41,54e0ef7f180ba03c2a8b4751
TRUE,TRUE,TRUE,2015-04-25,20:01:50,55296f3a180ba03c238b4ba3
FALSE,TRUE,FALSE,2015-04-26,6:12:41,54da951b0b6ea1f21b8b48ba
FALSE,TRUE,FALSE,2015-03-26,10:45:23,54921149c86da191018b478f
TRUE,FALSE,FALSE,2015-04-08,14:34:54,5521571cc76da1a3338b4857
FALSE,TRUE,FALSE,2015-04-25,20:30:07,552d2e69c96da19b948b4cbb
FALSE,TRUE,FALSE,2015-04-26,9:51:10,55000075150ba0e3228b4611
TRUE,TRUE,TRUE,2015-04-08,12:56:58,54b04f53150ba0ee238b48a1
TRUE,TRUE,TRUE,2015-04-06,14:23:37,55059cdd0a6ea1dc998b47d3
TRUE,FALSE,FALSE,2015-04-06,15:40:23,55047419c56da19e2e8b4bb0
TRUE,FALSE,FALSE,2015-04-06,14:31:18,54967f39c86da12e3c8b47ce
TRUE,TRUE,FALSE,2015-04-19,11:55:10,551f87a5140ba015258b4bcc
FALSE,TRUE,FALSE,2015-04-08,15:10:34,5495cc10066ea161398b4afb
FALSE,TRUE,FALSE,2015-04-26,11:42:43,553b6524c66da1e5458b4e32
TRUE,FALSE,TRUE,2015-04-04,23:28:57,54a52739e86da16b7f8b4878
TRUE,TRUE,FALSE,2015-04-26,11:23:30,5517b00bca6da11d6d8b48ee
TRUE,FALSE,FALSE,2015-04-06,18:02:10,551d3cff190ba026498b4b19
TRUE,TRUE,FALSE,2015-04-26,14:50:42,5496b9eaca6da112288b4961
TRUE,TRUE,TRUE,2015-04-26,18:13:15,553294dfc66da11f768b4bba
FALSE,FALSE,FALSE,2015-04-26,10:35:14,553c190de66da1ae588b45bc
FALSE,TRUE,FALSE,2015-04-06,14:55:07,54973faec86da182628b4b4f
TRUE,TRUE,FALSE,2015-04-06,16:12:22,551b3f9e190ba0ac028b4c22
TRUE,TRUE,TRUE,2015-04-27,19:41:42,5524e5c5cc6da1a9048b4597
TRUE,TRUE,FALSE,2015-04-26,4:08:35,55325a16160ba013728b4e41
TRUE,TRUE,TRUE,2015-04-06,1:09:38,550c8a45c96da1af618b4b63
TRUE,FALSE,FALSE,2015-04-07,10:11:52,5520394c066ea1eb578b49c1
TRUE,TRUE,FALSE,2015-04-06,14:59:48,551eba4d190ba0f4618b5041
TRUE,TRUE,TRUE,2015-04-26,4:21:44,5517375d0a6ea15f6f8b47f3
TRUE,FALSE,FALSE,2015-04-07,11:21:25,549c1ba7190ba0c36e8b4fe3
FALSE,TRUE,FALSE,2015-04-30,5:53:43,54ec661b190ba03a348b4575
TRUE,FALSE,FALSE,2015-04-06,16:00:57,551ca6940a6ea12b798b4b7b
TRUE,TRUE,TRUE,2015-04-06,16:03:27,54dd0d0bc96da19f498b483e
FALSE,TRUE,FALSE,2015-04-06,14:25:52,550098d30b6ea135578b4dc6
TRUE,TRUE,TRUE,2015-04-06,12:19:12,5500944c170ba0d6178b4aee
TRUE,TRUE,FALSE,2015-04-06,7:53:03,549c8443140ba0ea3c8b4994
TRUE,TRUE,TRUE,2015-04-26,3:52:51,54a3434a076ea1283e8b4694
TRUE,TRUE,TRUE,2015-04-26,14:47:49,5517eaef1b0ba000588b4968
FALSE,TRUE,FALSE,2015-04-08,14:18:41,551c88d4c76da120078b4da9
FALSE,TRUE,FALSE,2015-04-06,16:03:19,55009c34086ea140858b46cb
TRUE,TRUE,FALSE,2015-04-26,9:37:25,55394b45076ea1256c8b4655
TRUE,TRUE,TRUE,2015-04-08,15:19:24,549dc0e0c86da1c25e8b4753
FALSE,TRUE,FALSE,2015-04-26,18:52:58,549de941150ba0a1038b4587
TRUE,TRUE,TRUE,2015-04-06,16:10:39,549e0f7b190ba0cb5f8b4c82
TRUE,TRUE,TRUE,2015-04-26,11:41:36,54fd4e3d140ba074038b4ce3
TRUE,TRUE,FALSE,2015-04-19,23:59:22,552d658a0a6ea1e83a8b4605
TRUE,TRUE,FALSE,2015-04-06,12:33:07,5505641cc96da16b5c8b4b63
TRUE,TRUE,TRUE,2015-04-11,14:49:31,54ebb177066ea14d748b4834
FALSE,FALSE,TRUE,2015-04-26,16:51:49,5526d09b0b6ea118378b4855
TRUE,TRUE,TRUE,2015-04-05,0:20:32,549f7d2fe86da1fe278b4b33
FALSE,FALSE,FALSE,2015-04-26,18:42:33,54a00076096ea1a74f8b45a9
FALSE,TRUE,FALSE,2015-04-08,15:28:24,55213ddf086ea1f54a8b476d
FALSE,TRUE,FALSE,2015-04-05,18:30:16,55049678150ba09f2a8b4b02
FALSE,TRUE,FALSE,2015-04-07,14:14:28,5502fda21b0ba0d61d8b45d5
FALSE,TRUE,FALSE,2015-04-03,20:14:02,551d81361a0ba0f94b8b4a18
TRUE,TRUE,FALSE,2015-04-06,14:54:58,54e329440a6ea118988b45b4
TRUE,TRUE,FALSE,2015-04-08,15:20:42,551d6958ca6da17b098b4f71
TRUE,FALSE,FALSE,2015-04-27,19:21:09,5530d63d1c0ba080318b47ce
FALSE,TRUE,FALSE,2015-04-07,16:10:16,55171802170ba0557e8b4a5b
TRUE,TRUE,TRUE,2015-04-06,16:09:45,551083f8c46da1503a8b4680
FALSE,TRUE,FALSE,2015-04-06,13:08:17,54ecfb6de96da1d3098b4a67
FALSE,TRUE,FALSE,2015-04-06,14:32:26,54a272bfca6da154408b48dd
TRUE,TRUE,TRUE,2015-04-27,19:21:57,54a2bfeac96da136248b48ae
TRUE,FALSE,FALSE,2015-04-07,11:04:50,54a2f0231c0ba0d4448b4580
FALSE,TRUE,TRUE,2015-04-04,21:36:49,551fb3470a6ea1be6c8b49c2
TRUE,FALSE,FALSE,2015-04-06,16:11:33,54a5e7c0c86da146568b4798
TRUE,TRUE,TRUE,2015-03-23,23:20:06,5501d86f190ba000308b47da
FALSE,TRUE,TRUE,2015-04-08,15:03:43,552124e4c76da1e95d8b4f85
TRUE,TRUE,TRUE,2015-04-25,23:00:16,552804100a6ea1a05b8b4fd1
FALSE,FALSE,TRUE,2015-04-26,7:23:28,552129111b0ba080498b4fa2
FALSE,FALSE,FALSE,2015-04-06,14:57:06,54f345afcc6da10c218b4584
FALSE,TRUE,FALSE,2015-04-06,14:57:04,54f1be29c56da155258b4728
TRUE,TRUE,TRUE,2015-04-08,13:00:10,54c90b18cb6da15c5a8b466b
TRUE,TRUE,TRUE,2015-04-06,14:57:56,54ebade1086ea1af588b4e40
FALSE,FALSE,TRUE,2015-04-08,14:41:58,54fe940ee96da1691f8b4d92
TRUE,TRUE,TRUE,2015-04-26,11:46:37,55322972cb6da132568b5138
TRUE,TRUE,FALSE,2015-04-01,13:58:50,5518faec140ba0c51d8b4584
FALSE,TRUE,TRUE,2015-04-25,20:58:19,54a818d4c76da1a1438b4910
FALSE,FALSE,TRUE,2015-04-26,9:21:33,550ae15e170ba065108b45dd
FALSE,TRUE,FALSE,2015-04-25,20:05:41,54d35a21ea6da1e8828b4f93
FALSE,TRUE,FALSE,2015-04-06,17:50:53,55126349160ba018378b4f40
TRUE,TRUE,TRUE,2015-04-18,12:38:51,5522fa71c46da192448b472c
FALSE,FALSE,FALSE,2015-04-06,14:59:48,550edcfec46da1fc378b47c6
TRUE,TRUE,TRUE,2015-04-26,16:16:36,54f429711c0ba026638b4e98
FALSE,TRUE,FALSE,2015-04-26,11:43:03,54d1dfb3170ba02f348b4c7f
TRUE,TRUE,FALSE,2015-04-06,14:53:56,54d09f69ca6da1cb408b4661
TRUE,TRUE,FALSE,2015-04-08,18:56:28,54a75810160ba0e5648b4911
TRUE,FALSE,FALSE,2015-04-27,19:14:46,
TRUE,TRUE,TRUE,2015-05-03,4:06:41,550ec66e140ba0c8438b4ad4
TRUE,FALSE,FALSE,2015-04-27,18:14:05,54a80a65e96da10f958b4ebb
FALSE,TRUE,FALSE,2015-04-19,11:50:12,54a81d5b1a0ba06d698b4ece
TRUE,FALSE,FALSE,2015-04-08,11:57:16,551cd766086ea145678b4ec2
TRUE,FALSE,FALSE,2015-04-25,6:04:49,54a87a53c86da18b948b4c21
TRUE,TRUE,FALSE,2015-04-06,15:03:38,54a92f9bc96da13b328b4d6b
TRUE,TRUE,TRUE,2015-04-25,21:42:27,550dc6c30b6ea1e32e8b46da
TRUE,TRUE,TRUE,2015-04-06,14:06:29,54a9502b1b0ba01f738b4b55
FALSE,TRUE,FALSE,2015-04-08,14:51:33,54e629cdea6da130328b49af
TRUE,TRUE,TRUE,2015-04-19,11:51:19,5530c3adca6da150138b4843
TRUE,FALSE,FALSE,2015-04-08,13:38:45,54d7c943c96da101028b45da
TRUE,TRUE,TRUE,2015-04-26,9:32:51,552e2ddd0c6ea112178b45a6
FALSE,FALSE,FALSE,2015-04-25,11:49:04,54f2021ae56da165428b4569
FALSE,TRUE,FALSE,2015-04-07,19:09:05,54f2e8a9170ba00e3a8b4aa7
TRUE,TRUE,FALSE,2015-04-26,11:29:54,54aae185c56da1891e8b485b
FALSE,FALSE,TRUE,2015-04-30,17:45:57,54aaeeecc46da16c218b4aeb
TRUE,TRUE,FALSE,2015-04-06,13:30:45,5519a863066ea106868b458f
TRUE,TRUE,FALSE,2015-04-07,20:14:13,55009f910b6ea1925c8b4c44
TRUE,TRUE,FALSE,2015-04-06,6:49:56,54ab55831b0ba021038b4d46
TRUE,FALSE,FALSE,2015-04-05,21:55:03,551d5405e96da100378b48a0
FALSE,TRUE,FALSE,2015-04-06,19:04:30,551c09b3170ba031468b4b40
